,author,statement,source,target
181,Bill McCarthy,"['we', 'know', 'our', 'forefathers', 'our', 'main', 'founding', 'fathers', 'slavery', 'recognized', 'evils']",Kayleigh McEnany,barely-true
182,Emily Tian,"['charcoal', 'activated', 'tablets', 'counteract', 'date', 'rape', 'drugs']",Facebook posts,false
183,Madeline Heim,"['wisconsin', '49th', 'public', 'health', 'spending']",Jon Erpenbach,half-true
184,Gabrielle Settles,"['says', 'george', 'floyd', 'died', 'he', 'system', 'full', 'fentanyl', 'meth', 'beat', 'women', 'held', 'guns', 'pregnant', 'bellies']",Facebook posts,false
185,Steven Rascón,"['san', 'francisco', 'allowing', 'children', 'consent', 'covid', 'vaccine', 'without', 'parents', 'approval']",Facebook posts,barely-true
186,Louis Jacobson,"['person', 'shot', 'ashli', 'babbitt', '—', 'boom', '—', 'right', 'head', '—', 'boom', '—', 'reason']",Donald Trump,false
187,Ciara O'Rourke,"['facebook', 'said', 'if', 'support', 'nra', 'get', 'kicked']",Facebook posts,false
188,Michael Majchrowicz,"['jill', 'biden', 'implied', 'covid', '19', 'pandemic', 'planned']",Instagram posts,false
189,Ciara O'Rourke,"['says', 'wyoming', 'state', 'parks', 'department', 'said', 'discovered', 'looks', 'like', 'giant', 'root', 'system', 'stemming', 'base', 'devils', 'tower']",Facebook posts,false
190,Tom Kertscher,"['pfizer', 'covid', '19', 'vaccine', '99', '%', 'graphene', 'oxide', 'toxic', 'human', 'body', 'causes', 'number', 'problems']",Facebook posts,false
191,Tom Kertscher,"['four', 'pharmaceutical', 'companies', 'questionable', 'track', 'records', 'suggest', 'covid', '19', 'vaccines', 'safe']",Instagram posts,half-true
192,Andy Nguyen,"['three', 'white', 'former', 'police', 'officers', 'sentenced', 'less', 'prison', 'time', '—', 'combined', '—', 'killing', 'three', 'black', 'people', 'black', 'man', 'selling', 'marijuana']",Instagram posts,half-true
193,Tom Kertscher,"['president', ""trump's"", 'net', 'gain', 'office', '$', '0', 'nancy', ""pelosi's"", 'net', 'gain', 'office', '$', '191', 'million']",Instagram posts,half-true
194,Ciara O'Rourke,"['says', 'nancy', 'pelosi', 'let', 'capitol', 'police', 'testify', 'happened', 'jan', '6']",Facebook posts,false
195,Tom Kertscher,"['delta', 'variant', 'coronavirus', 'approximately', '19', 'times', 'less', 'deadly']",Instagram posts,barely-true
196,Bill McCarthy,"['fauci', 'says', 'two', 'americas', 'one', 'vaccinated', 'one', 'unvaccinated']",Instagram posts,barely-true
197,Samantha Putterman,"['members', 'us', 'women', 'national', 'soccer', 'team', 'turned', 'backs', 'flag', '98', 'year-old', 'world', 'war', 'ii', 'veteran', 'played', 'anthem']",Facebook posts,false
198,Ciara O'Rourke,"['rebecca', 'washington', 'set', 'replace', 'sha', 'carri', 'richardson', 'u', 'olympic', 'team']",Viral image,false
199,Natalie Dunlap,"['back', 'blue', 'act', 'gov', 'kim', 'reynolds', 'signs', 'means', ""can't"", 'wear', 'american', 'flag', 'throw', 'towels', 'swimsuits', '...', 'criminal']",Greg Hauenstein,false
200,Ciara O'Rourke,"['lol', 'stands', 'lucifer', 'our', 'lord', 'satanists', 'end', 'prayers', 'saying', 'lucifer', 'our', 'lord']",Viral image,false
201,D.L. Davis,"['2020', 'we', 'wisconsin']",Donald Trump,pants-fire
202,Laura Schulte,"['says', 'republican', 'leaders', 'working', 'hard', 'cover', 'election', 'corruption', 'wisconsin']",Donald Trump,pants-fire
203,Kiannah Sepeda-Miller,"['cook', 'county', 'criminal', 'courts', 'shut', '15', 'months']",Lori Lightfoot,false
204,Jill Terreri,"['40', '%', 'jobs', 'country', 'pay', 'less', 'average', 'unemployment', 'check', '$', '750', 'week']",Adriano Espaillat,half-true
205,Sasha Hupka,"['california', 'literally', 'told', 'everyone', 'charge', 'electric', 'cars', 'due', 'power', 'shortage']",Facebook posts,false
206,Samantha Putterman,"['says', 'make-a-wish', 'foundation', 'grant', 'wishes', 'fully', 'vaccinated', 'children']",Instagram posts,false
207,Bill McCarthy,"['marine', 'painted', 'house', 'red', 'white', 'blue', 'he', 'told', 'neighbors', 'he', 'could', 'fly', 'american', 'flag', 'yard', 'year', 'long']",Facebook posts,false
208,Jason Asenso,"['national', 'debt', 'bigger', 'our', 'economy', 'happened', 'since', 'world', 'war', 'two', 'we', 'peacetime', 'joe', 'biden', 'digging', 'hole', 'america', 'never', 'fill']",Nikki Haley,half-true
209,Brandon Mulder,"['carnage', 'caused', 'people', 'coming', 'across', 'border']",Greg Abbott,false
210,Tom Kertscher,"['peer', 'reviewed', 'scientific', 'study', 'showed', 'covid', '19', 'vaccine', 'causes', 'two', 'deaths', 'every', 'three', 'lives', 'saves']",Liz Wheeler,barely-true
211,Madeline Heim,"['says', 'people', 'moving', 'milwaukee', 'record', 'numbers']",Peter Feigin,barely-true
212,Samantha Putterman,"['video', 'shows', 'animal', 'chip', 'scanner', 'detecting', 'microchip', 'woman', 'vaccinated']",Instagram posts,pants-fire
213,Bill McCarthy,"['muslim', 'bts', 'fan', 'accidentally', 'plays', 'song', 'dynamite', 'instead', 'azaan', 'loudspeakers', '4am', 'gets', 'arrested']",Instagram posts,pants-fire
214,Lyle Muller,"['we', 'even', 'remotely', 'close', 'point', 'say', 'we', 'rising', 'inflation']",Cindy Axne,half-true
215,Kelsey Sena,"['says', 'nancy', 'pelosi', 'said', 'trump', 'best', 'president', 'ever', 'holds', 'new', 'election']",Facebook posts,pants-fire
216,Gabrielle Settles,"['photo', 'shows', 'mike', 'tyson', 'wearing', 't-shirt', 'anti-vaccine', 'message']",Facebook posts,false
217,Tom Kertscher,"['cdc', 'officials', 'admit', 'hospitalizations', 'young', 'people', 'vaccine', 'actual', 'covid', 'virus']",Instagram posts,false
218,Madeline Heim,"['says', 'joe', 'biden', 'force', 'americans', 'pay', 'abortion', '—', 'demand', '—', 'birth']",Derrick Van Orden,barely-true
219,Amy Sherman,"['military', 'ready', 'act', 'audit', 'results', 'arizona']",Facebook posts,false
220,Amy Sherman,"['facts', 'come', 'show', 'conclusively', '2020', 'presidential', 'election', 'legitimate']",Donald Trump,pants-fire
221,Jason Asenso,"['funeral', 'directors', 'say', 'one', 'dying', 'covid', 'ones', 'dying', 'vaccine']",Instagram posts,false
222,Tom Kertscher,"['says', 'john', 'mcafee', 'tweeted', 'death', 'he', 'stored', 'computer', 'files', 'florida', 'condo', 'building', 'later', 'collapsed']",Instagram posts,false
223,Kelsey Sena,"['airlines', 'begin', 'ban', 'vaccinated', 'people', 'pilots', 'die', 'due', 'vaccine']",Facebook posts,false
224,Andy Nguyen,"['japan', 'banned', 'black', 'lives', 'matter', 'apparel', 'olympics', 'one', 'kneel', 'raise', 'fists', 'anthems', 'either']",Facebook posts,half-true
225,Kiannah Sepeda-Miller,"['prairie', 'state', 'power', 'plant', 'cleanest', 'coal-fired', 'power', 'plant', 'nation']",Rodney Davis,pants-fire
226,Michael Majchrowicz,"['flag', 'expressing', 'support', 'police', 'officers', 'violates', 'u', 'flag', 'code']",Facebook posts,false
227,Jon Greenberg,"['second', 'amendment', 'day', 'passed', 'limited', 'type', 'people', 'could', 'gun', 'type', 'weapon', 'could']",Joe Biden,false
228,Samantha Putterman,"['says', 'u', 'government', 'caused', 'coronavirus', 'pandemic', 'sent', 'mrna', 'coronavirus', 'vaccine', 'candidates', 'university', 'researchers', 'weeks', 'covid', '19', 'outbreak']",Bloggers,false
229,Tom Kertscher,"['says', 'ivanka', 'trump', 'targeted', 'florida', 'condominium', 'building', 'collapse']",Facebook posts,false
230,Ciara O'Rourke,"['says', 'gov', 'ron', 'desantis', 'signed', 'legislation', 'requiring', 'students', 'faculty', 'staff', 'florida', 'public', 'universities', 'colleges', 'register', 'political', 'views', 'state']",Viral image,false
231,Tom Kertscher,"['mrna', 'technology', 'covid', '19', 'vaccines', 'never', 'tested', 'humans']",Instagram posts,false
232,Brandon Mulder,"['intent', 'behind', 'bill', 'recognizing', 'juneteenth', 'federal', 'holiday', 'replace', 'fourth', 'july']",Matthew Rosendale,pants-fire
233,Emily Tian,"['says', 'eric', 'trump', 'said', 'he', 'raised', 'nearly', '$', '30', 'million', 'children', 'dying', 'cancer', 'st', 'jude', 'age', '30']",Instagram posts,false
234,Amy Sherman,"['sen', 'raphael', 'warnock', 'voted', 'welfare', 'politicians', 'plan', '$', '25', 'million', 'government', 'money', 'warnock', 'political', 'campaign']",National Republican Senatorial Committee,false
235,Isabella Fertel,"['maxine', 'waters', 'introduced', 'bill', 're-name', 'memorial', 'day', '—', 'george', 'floyd', 'day']",Facebook posts,pants-fire
236,Gabrielle Settles,"['our', 'legal', 'president', 'president', 'trump', 'signed', 'cease', 'desist', 'order', 'covid', 'vaccines']",TikTok posts,pants-fire
237,Louis Jacobson,"['says', 'dr', 'anthony', 'fauci', 'email', 'advises', 'family', 'member', 'use', 'hydroxychloroquine', 'antibiotic', 'therapy', 'evening', 'press', 'conference', 'he', 'attacked', 'president', 'donald', 'trump', 'usefulness', 'hydroxychloroquine', 'fight', 'virus']",Facebook posts,false
238,Ciara O'Rourke,"['says', 'denzel', 'washington', 'left', 'democratic', 'party', 'he', 'lies']",Viral image,pants-fire
239,Victoria Knight,"['world', 'health', 'organization', 'recently', 'reversed', 'stance', 'children', 'getting', 'covid', 'vaccine']",Facebook posts,false
240,Amy Sherman,"['georgia', 'update', 'voter', 'rolls', 'prior', '2020', 'presidential', 'election', 'means', 'we', 'presidential', 'election', 'georgia']",Donald Trump,pants-fire
241,Ciara O'Rourke,"['military', 'arrests', 'adam', 'schiff']",Bloggers,pants-fire
242,Ciara O'Rourke,"['hawaii', 'longer', 'recognize', 'out-of-state', 'driver', 'licenses']",Viral image,false
243,Louis Jacobson,"['9-0', 'supreme', 'court', 'ruling', 'rare']",Trey Wingo,false
244,Samantha Putterman,"['world', 'health', 'organization', 'wants', 'ban', 'women', 'aged', '18-50', 'drinking', 'alcohol']",Bloggers,false
245,Jon Greenberg,"['says', 'greta', 'thunberg', 'said', 'climate', 'crisis', 'exist']",Instagram posts,pants-fire
246,Andy Nguyen,"['unvaccinated', 'escaped', 'every', 'single', 'strain', 'variant', 'sars-cov', '2']",Facebook posts,false
247,Sasha Hupka,"['gov', 'gavin', 'newsom', 'power', 'authority', 'extend', 'state', 'emergency', 'california', 'expired', 'automatically', 'may', '6', '2020']",Facebook posts,false
248,Aaron Sharockman,"['says', 'president', 'john', 'f', 'kennedy', 'said', 'people', 'washington', 'c', 'positions', 'power', 'border', 'nuisance', 'think', 'believe', 'illegal', 'immigration', 'moral', 'good']",Facebook posts,false
249,Michael Majchrowicz,"['heat', 'wave', 'melted', 'turbine', 'blades', 'texas', 'wind', 'farm']",Facebook posts,false
250,Ciara O'Rourke,"['photo', 'shows', 'semi-truck', 'crashed', 'chevy', 'pickup', 'cut', 'front']",Viral image,barely-true
251,Ciara O'Rourke,"['astrazeneca', 'means', 'weapon', 'kills']",Viral image,false
252,Brandon Mulder,"['we', 'see', 'uncompleted', 'wall', 'duly', 'appropriated', 'dollars', 'trump', 'days', 'build', '700', 'miles', '150', 'miles', 'constructed']",George P. Bush,false
253,Tom Kertscher,"['left', 'finally', 'made', 'juneteenth', 'national', 'holiday']",Diamond and Silk,half-true
254,Madison Czopek,"['coolmath', 'games', 'taken', 'cause', 'run', 'mexican', 'drug', 'cartel']",Facebook posts,false
255,Miriam Valverde,"['meth', '…', 'almost', 'coming', 'across', 'southern', 'border', 'accelerating', 'last', 'six', 'months']",Ron DeSantis,half-true
256,Madeline Heim,"['50', 'years', 'since', 'minimum', 'wage', 'inflation', 'parted', 'ways', 'decade', 'since', 'federal', 'minimum', 'went']",Mandela Barnes,true
257,Laura Schulte,"['we', 'record', '9.3', 'million', 'job', 'openings', 'u']",Glenn Grothman,true
258,Emily Tian,"['police', 'budgets', 'highest', ""they've"", 'ever', 'actually', 'defunding', 'police']",Tweets,barely-true
259,Tom Kertscher,"['2020', 'election', 'results', 'pennsylvania', 'show', 'statistically', 'impossible', 'pattern', 'votes', 'manufactured', 'joe', 'biden']",Bloggers,false
260,Ciara O'Rourke,"['austin', 'mass', 'shooter', 'still', 'large', 'media', 'provide', 'description', 'he', 'black']",Viral image,false
261,D.L. Davis,"['pandemic', '40,000', 'continuing', 'ui', 'claims', 'well', '100,000', 'state', 'federal', 'ui', 'benefits']",Mark Born,true
262,Paul Specht,"['says', 'north', 'carolina', 'proposed', 'abortion', 'bill', 'would', 'govern', 'conversation', 'doctor', 'patient']",Dean Arp,barely-true
263,Tom Kertscher,"['says', 'joe', 'biden', 'imports', 'oil', 'iran']",The Gateway Pundit,barely-true
264,Madison Czopek,"['cuomo', 'opens', 'new', 'york', '72', 'hours', ""daughter's"", 'wedding']",Facebook posts,false
265,Tom Kertscher,"['says', 'novavax', 'covid', '19', 'vaccine', 'dumps', 'millions', 'dangerous', 'spike', 'proteins', 'right', 'body']",Facebook posts,false
266,Gabrielle Settles,"['dandelion', 'root', 'able', 'kill', '98', '%', 'cancer', 'cells', 'within', '48', 'hours']",Instagram posts,barely-true
267,Tom Kertscher,"['says', 'joe', 'biden', 'confused', 'son', 'grandson']",TikTok posts,false
268,Ciara O'Rourke,"['fbi', 'building', 'washington', 'completely', 'closed', 'one']",Viral image,false
269,Warren Fiske,"['last', 'years', 'virginians', 'moving', 'away', 'virginia', 'moving', 'virginia', '49', 'states']",Glenn Youngkin,mostly-true
270,Tom Kertscher,"['covid', '19', 'vaccines', 'spike', 'protein', 'dangerous', 'cytotoxic']",YouTube videos,false
271,Samantha Putterman,"['says', 'anthony', 'fauci', 'make', 'millions', 'new', 'book']",Charlie Kirk,false
272,Andy Nguyen,"['emails', 'show', 'fauci', 'knew', 'hydroxychloroquine', 'worked', '[', ']', 'emailed', 'friends', 'effective']",Facebook posts,false
273,Tom Kertscher,"['says', '2010', 'rockefeller', 'foundation', 'report', 'shows', 'covid', '19', 'pandemic', 'international', 'response', 'meticulously', 'planned', 'least', '10', 'years', 'ago']",Facebook posts,false
274,Laura Schulte,"['pandemic', 'c', 'voting', 'regularly']",Mark Pocan,half-true
275,Amy Sherman,"['gov', 'ron', 'desantis', 'signed', '$', '1', 'billion', 'tax', 'increase', 'people', 'our', 'state', 'our', 'consumers', 'yet', 'gave', '$', '500', 'million', 'tax', 'break', 'our', 'corporations']",Nikki Fried,barely-true
276,Warren Fiske,"['inherited', 'largest', 'budget', 'deficit', 'history', 'state', 'republicans']",Terry McAuliffe,pants-fire
277,Tom Kertscher,"['study', 'hydroxychloroquine', 'boost', 'covid', '19', 'survival', 'chances', 'nearly', '200', '%']",Facebook posts,barely-true
278,Samantha Putterman,"['says', 'professional', 'soccer', 'player', 'christian', 'eriksen', 'received', 'pfizer', 'vaccine', 'days', 'he', 'collapsed', 'game']",Instagram posts,false
279,Kiannah Sepeda-Miller,"['illinois', 'republican', 'lawmakers', 'argued', 'want', 'independent', '[', 'redistricting', ']', 'commission', 'anything']",JB Pritzker,barely-true
280,Brandon Mulder,"['says', 'austin', 'putting', 'police', 'streets', 'we', 'going', 'way', 'austin', 'leaders', 'saying', 'oh', 'let', 'reimagine', 'police', 'getting', 'rid', 'doubling', 'murder', 'austin', 'texas']",Chip Roy,half-true
281,Natalie Dunlap,"['2', 'ankeny', 'moms', 'standing', 'next', 'governor', 'known', 'qanon', 'anti-vaxx', 'conspiracy', 'theorists']",Kedron Bardwell,mostly-true
282,Tom Kertscher,"['report', 'vaccine', 'related', 'deaths', 'may', 'rival', 'recorded', 'covid', '19', 'deaths']",Instagram posts,false
283,Ciara O'Rourke,"['says', 'baptist', 'pastor', 'charles', 'stanley', 'selling', 'cbd']",Bloggers,false
284,Ciara O'Rourke,"['coca-cola', 'made', 'cans', 'say', 'try', 'less', 'white']",Viral image,false
285,Ciara O'Rourke,"['jamaica', 'becomes', 'first', 'country', 'make', 'k-pop', 'illegal']",Viral image,false
286,Paul Specht,"['says', 'north', 'carolina', 'moved', 'among', 'worst', 'business', 'rankings', 'country', 'top', '10']",Paul Newton,half-true
287,Bill McCarthy,"['covid', '19', 'vaccines', 'make', 'people', 'magnetized', 'put', 'key', 'forehead', 'sticks', 'put', 'spoons', 'forks', 'stick']",Sherri Tenpenny,false
288,Jon Greenberg,"['biden', 'administration', 'ignores', 'negative', 'environmental', 'impact', 'created', 'lithium', 'mining']",Chuck Grassley,false
289,Ciara O'Rourke,"['says', 'marjorie', 'taylor', 'greene', 'said', 'people', 'dying', 'never', 'died']",Facebook posts,false
290,Nusaiba Mizan,"['right', 'work', 'states', 'faster', 'private', 'sector', 'employment', 'growth']",Wisconsin Manufacturers and Commerce,half-true
291,Michael Majchrowicz,"['video', 'shows', 'israel', 'iron', 'dome', 'missile', 'defense', 'system', 'engaged', 'military', 'combat']",Facebook posts,false
292,Amy Sherman,"['republican', 'state', 'senators', 'started', 'audit', '2020', 'election', 'results', 'maricopa', 'county', 'exposing', 'fraud']",Donald Trump,false
293,Ciara O'Rourke,"['video', 'shows', 'man', 'trying', 'fill', 'entire', 'pickup', 'bed', 'fuel', 'amidst', 'last', 'month', 'fuel', 'shortage']",Bloggers,false
294,Ciara O'Rourke,"['says', 'anthony', 'bourdain', 'tweeted', 'might', 'best', 'bat', 'soup', 'ever', 'life', 'someday', 'everyone', 'gonna', 'talking', 'wuhan']",Viral image,false
295,Miriam Valverde,"['920', 'women', 'lose', 'unborn', 'babies', 'getting', 'vaccinated']",Instagram posts,false
296,Andy Nguyen,"['says', 'listerine', 'mouthwash', 'effectively', 'used', 'mosquito', 'repellant']",Facebook posts,barely-true
297,Ciara O'Rourke,"['tim', 'tebow', 'says', 'he', 'wearing', '#85', 'honor', 'former', 'friend', 'teammate', 'fellow', 'te', 'aaron', 'hernandez', 'passed', 'away', '2017']",Viral image,false
298,Ciara O'Rourke,"['biden', 'gets', 'brutal', 'impeachment']",Facebook posts,pants-fire
299,Laura Schulte,"['says', 'withdrawing', 'troops', 'afghanistan', 'could', 'save', 'u', '$', '50', 'billion']",Mark Pocan,barely-true
300,Madison Czopek,"['airlines', 'meeting', 'today', 'discuss', 'risks', 'carrying', 'vaxed', 'passengers', 'due', 'risk', 'clots', 'liabilities', 'involved']",Instagram posts,false
301,John Pullano,"['currently', 'legal', 'new', 'york', 'state', 'student', 'glass', 'fresh', 'whole', 'milk']",Lorraine Lewandrowski,true
