,author,statement,source,target
234,Gabrielle Settles,"“Our legal president, President Trump, has signed a cease and desist order for the COVID vaccines.”",TikTok posts,pants-fire
235,Louis Jacobson,"Says Dr. Anthony Fauci in an email ""advises a family member to use (hydroxychloroquine) and antibiotic therapy, the same evening in which in a press conference he attacked (President Donald Trump) on the usefulness of (hydroxychloroquine) to fight the virus.”",Facebook posts,false
236,Ciara O'Rourke,Says Denzel Washington left the Democratic Party because he’s “had it with the lies.”,Viral image,pants-fire
237,Victoria Knight,“The WORLD HEALTH ORGANIZATION recently reversed its stance on children getting the Covid vaccine.”,Facebook posts,false
238,Amy Sherman,Georgia didn’t update its voter rolls prior to the 2020 presidential election; “this means we (you!) won the presidential election in Georgia.”,Donald Trump,pants-fire
239,Ciara O'Rourke,“Military arrests Adam Schiff.”,Bloggers,pants-fire
240,Ciara O'Rourke,“Hawaii to no longer recognize out-of-state driver’s licenses.”,Viral image,false
241,Louis Jacobson,A 9-0 Supreme Court ruling is very rare.,Trey Wingo,false
242,Samantha Putterman,“World Health Organization wants to BAN all women aged 18-50 from drinking alcohol.”,Bloggers,false
243,Jon Greenberg,"Says Greta Thunberg said, ""the climate crisis doesn’t exist.""",Instagram posts,pants-fire
244,Andy Nguyen,“The unvaccinated have escaped every single strain or 'variant’” of SARS-CoV-2.,Facebook posts,false
245,Sasha Hupka,"Gov. Gavin Newsom has “no power or authority” to extend the state of emergency in California because it expired “automatically” on May 6, 2020.",Facebook posts,false
246,Aaron Sharockman,"Says President John F. Kennedy said, “There are people in Washington, D.C., in positions of power to whom the border is just a nuisance, and I think some of them believe that illegal immigration is a moral good. It is not.”",Facebook posts,false
247,Michael Majchrowicz,A heat wave melted turbine blades at a Texas wind farm.,Facebook posts,false
248,Ciara O'Rourke,Photo shows a semi-truck that crashed with a Chevy pickup that cut in front of it.,Viral image,barely-true
249,Ciara O'Rourke,AstraZeneca means “weapon that kills.”,Viral image,false
250,Brandon Mulder,“We see an uncompleted wall that was duly appropriated dollars during the Trump days to build over 700 miles. Only 150 miles were constructed.”,George P. Bush,false
251,Tom Kertscher,It was “the left” that “finally” made Juneteenth a national holiday.,Diamond and Silk,half-true
252,Madison Czopek,“Coolmath Games is being taken down cause it was run by the Mexican drug cartel?”,Facebook posts,false
253,Miriam Valverde,“That meth … it’s almost all coming across the southern border and it’s been accelerating for the last six months.”,Ron DeSantis,half-true
254,Madeline Heim,"“It’s been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.”",Mandela Barnes,true
255,Laura Schulte,“We have a record 9.3 million job openings in the U.S.”,Glenn Grothman,true
256,Emily Tian,"“Police budgets are at their highest they've ever been, there hasn’t actually been any defunding the police.”",Tweets,barely-true
257,Tom Kertscher,The 2020 election results in Pennsylvania “show a statistically impossible pattern” and votes were manufactured for Joe Biden.,Bloggers,false
258,Ciara O'Rourke,"“Austin mass shooter still at large, but media won’t provide description because he’s Black.”",Viral image,false
259,D.L. Davis,"“Before the pandemic, just over 40,000 were on continuing UI claims. Now, there are well over 100,000 on state or federal UI benefits.”",Mark Born,true
260,Paul Specht,Says North Carolina’s proposed abortion bill would not “govern the conversation between the doctor and patient.”,Dean Arp,barely-true
261,Tom Kertscher,Says Joe Biden “imports oil from Iran.”,The Gateway Pundit,barely-true
262,Madison Czopek,“Cuomo opens New York 72 hours before his daughter's wedding.”,Facebook posts,false
263,Tom Kertscher,Says the Novavax COVID-19 vaccine “dumps millions” of dangerous “spike proteins right into your body.”,Facebook posts,false
264,Gabrielle Settles,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",Instagram posts,barely-true
265,Tom Kertscher,Says Joe Biden confused his son and his grandson.,TikTok posts,false
266,Ciara O'Rourke,The FBI building in Washington is “completely closed. No one’s in there.”,Viral image,false
267,Warren Fiske,"“Over the last few years, more Virginians are moving away from Virginia than are moving to Virginia from the other 49 states.”",Glenn Youngkin,mostly-true
268,Tom Kertscher,"The COVID-19 vaccines’ “spike protein is very dangerous, it's cytotoxic.”",YouTube videos,false
269,Samantha Putterman,Says Anthony Fauci will make millions off new book.,Charlie Kirk,false
270,Andy Nguyen,"Emails show that Fauci knew ""hydroxychloroquine worked [and] emailed friends about it being effective.""",Facebook posts,false
271,Tom Kertscher,Says a 2010 Rockefeller Foundation report shows the COVID-19 pandemic and the international response were “meticulously planned at least 10 years ago.”,Facebook posts,false
272,Laura Schulte,"During the pandemic, “I’ve been in D.C. voting regularly.”",Mark Pocan,half-true
273,Amy Sherman,"Gov. Ron DeSantis “signed a $1 billion tax increase on the people of our state, on our consumers, yet gave a $500 million tax break to our corporations.""",Nikki Fried,barely-true
274,Warren Fiske,“I inherited the largest budget deficit in the history of the state from the Republicans.”,Terry McAuliffe,pants-fire
275,Tom Kertscher,"""Study: hydroxychloroquine can boost COVID-19 survival chances by nearly 200%.""",Facebook posts,barely-true
276,Samantha Putterman,Says professional soccer player Christian Eriksen received the Pfizer vaccine days before he collapsed during a game.,Instagram posts,false
277,Kiannah Sepeda-Miller,"Illinois Republican lawmakers “have argued that they want an independent [redistricting] commission, but they didn't do anything about it.”",JB Pritzker,barely-true
278,Brandon Mulder,"Says Austin should be putting more police on the streets. “Why are we going the other way? (Austin leaders are saying) ‘Oh, let’s reimagine police by getting rid of them.' What do you have? You have a doubling of murder in Austin, Texas.”",Chip Roy,half-true
279,Natalie Dunlap,"""These 2 Ankeny moms standing next to the Governor are known Qanon and anti-vaxx conspiracy theorists.""",Kedron Bardwell,mostly-true
280,Tom Kertscher,"""Report: Vaccine related deaths may rival recorded COVID-19 deaths.""",Instagram posts,false
281,Ciara O'Rourke,Says Baptist pastor Charles Stanley is selling CBD.,Bloggers,false
282,Ciara O'Rourke,Coca-Cola made cans that say “Try to be less white.”,Viral image,false
283,Ciara O'Rourke,“Jamaica becomes the first country to make K-pop illegal.”,Viral image,false
284,Paul Specht,"Says North Carolina moved “from among the worst business rankings in the country, to the top 10.”",Paul Newton,half-true
285,Bill McCarthy,"The COVID-19 vaccines make people ""magnetized. They can put a key on their forehead, it sticks. They can put spoons and forks all over them, and they can stick.""",Sherri Tenpenny,false
286,Jon Greenberg,The Biden administration “ignores the negative environmental impact created by lithium mining.”,Chuck Grassley,false
287,Ciara O'Rourke,"Says Marjorie Taylor Greene said, “People are dying who have never died before.”",Facebook posts,false
288,Nusaiba Mizan,“Right to Work states have: faster private sector employment growth”,Wisconsin Manufacturers and Commerce,half-true
289,Michael Majchrowicz,Video shows Israel’s Iron Dome missile defense system engaged in military combat.,Facebook posts,false
290,Amy Sherman,“Republican state senators” who started an audit of 2020 election results in Maricopa County are “exposing this fraud.”,Donald Trump,false
291,Ciara O'Rourke,Video shows man trying to “fill entire pickup bed with fuel amidst last month’s fuel shortage.”,Bloggers,false
292,Ciara O'Rourke,"Says Anthony Bourdain tweeted, “This might be the best bat soup I ever had in my life. Someday everyone’s gonna be talking about Wuhan.”",Viral image,false
293,Miriam Valverde,"""920 women lose their unborn babies after getting vaccinated.""",Instagram posts,false
294,Andy Nguyen,Says Listerine mouthwash can be effectively used as a mosquito repellant.,Facebook posts,barely-true
295,Ciara O'Rourke,"“Tim Tebow says he is wearing #85 to honor his former friend/teammate and fellow TE Aaron Hernandez, who passed away in 2017.”",Viral image,false
296,Ciara O'Rourke,“Biden gets brutal impeachment.”,Facebook posts,pants-fire
297,Laura Schulte,Says withdrawing troops from Afghanistan could save the U.S. $50 billion.,Mark Pocan,barely-true
298,Madison Czopek,"""Airlines are meeting today to discuss the risks of carrying vaxed passengers due to the risk of clots and the liabilities involved.”",Instagram posts,false
299,John Pullano,It’s not currently “legal for a New York state student to have a glass of fresh whole milk.”,Lorraine Lewandrowski,true
300,Ciara O'Rourke,Photo shows “the plane that brings our dead military home. It is made so that when they shoot their salute for their service it looks like an angel carrying them home.”,Viral image,false
301,Ciara O'Rourke,Says Bruno Mars is Michael Jackson’s son.,Facebook posts,false
302,Chris Nichols,"""Sadly during the course of the pandemic one-third of our small businesses have closed.""",Kamala Harris,mostly-true
303,Ciara O'Rourke,“The Eisenhower interstate system requires that one mile in every five must be straight.”,Viral image,false
304,Ciara O'Rourke,“Donald Trump gave his big speech today with his pants on backward.”,Viral image,false
305,Landon Allison,The use and possession of marijuana on U.S. college campuses “remains prohibited under federal law”,Clarence McNeill,mostly-true
306,Tom Kertscher,Viral immunologist says COVID-19 vaccines’ “spike protein” means people are being inoculated “with a toxin.”,Facebook posts,false
307,Tom Kertscher,Says Donald Trump signed the Insurrection Act and “still is president.”,Facebook posts,pants-fire
308,Ciara O'Rourke,"Says James Mattis said, “If you burn the American flag you’ll spend two years in the military. I promise you, you’ll be cured of the desire to burn a flag ever again.”",Viral image,false
